"icao","counts","latitude","longitude"
"enor",771,69.122,29.2311
"enor",772,69.1211,29.2313
"enor",773,69.1198,29.2355
"enor",774,69.113,29.2423
"enor",775,69.0669,29.1594
"enor",776,69.063,29.142
"enor",777,69.0394,29.0942
"enor",778,69.015,29.0566
"enor",779,69.0106,29.0413
"enor",780,69.0251,29.0197
"enor",781,69.0519,28.9292
"enor",782,69.0772,28.8583
"enor",783,69.0922,28.8319
"enor",784,69.1061,28.8181
"enor",785,69.1275,28.8078
"enor",786,69.1439,28.8139
"enor",787,69.1589,28.8178
"enor",788,69.1597,28.8181
"enor",789,69.1792,28.8264
"enor",790,69.1931,28.8272
"enor",791,69.2106,28.8294
"enor",792,69.2272,28.8272
"enor",793,69.2292,28.8244
"enor",794,69.28,28.9392
"enor",795,69.3133,29.0122
"enor",796,69.3981,29.1953
"enor",797,69.4106,29.2233
"enor",798,69.4639,29.3092
"enor",799,69.4844,29.3361
"enor",800,69.4906,29.3328
"enor",801,69.5081,29.3144
"enor",802,69.5217,29.3025
"enor",803,69.535,29.2864
"enor",804,69.5814,29.2372
"enor",805,69.6767,29.1372
"enor",806,69.6969,29.135
"enor",807,69.7147,29.0333
"enor",808,69.7289,28.9525
"enor",809,69.8206,28.4319
"enor",810,69.8211,28.4286
"enor",811,69.8283,28.4181
"enor",812,69.8383,28.3872
"enor",813,69.8425,28.3747
"enor",814,69.8489,28.3547
"enor",815,69.8814,28.3525
"enor",816,69.9064,28.2506
"enor",817,69.9253,28.1903
"enor",818,69.9533,28.1181
"enor",819,69.9858,28.0681
"enor",820,70,28.0414
"enor",821,70.0008,28.04
"enor",822,70.0117,28.0203
"enor",823,70.0219,28.0017
"enor",824,70.0236,27.9997
"enor",825,70.0414,27.9819
"enor",826,70.0558,27.9786
"enor",827,70.0719,27.9761
"enor",828,70.0767,27.9767
"enor",829,70.085,27.9772
"enor",830,70.0853,27.9772
"enor",831,70.0894,27.9775
"enor",832,70.0925,27.9778
"enor",833,70.0961,27.9633
"enor",834,70.0956,27.955
"enor",835,70.0939,27.9331
"enor",836,70.0903,27.9094
"enor",837,70.0864,27.8864
"enor",838,70.0689,27.7611
"enor",839,70.0675,27.7339
"enor",840,70.0736,27.7136
"enor",841,70.0742,27.7075
"enor",842,70.0797,27.6578
"enor",843,70.0797,27.6564
"enor",844,70.0783,27.6147
"enor",845,70.0783,27.6117
"enor",846,70.0783,27.6092
"enor",847,70.0756,27.5828
"enor",848,70.0656,27.5586
"enor",849,70.0633,27.5567
"enor",850,70.0622,27.5558
"enor",851,70.0369,27.5356
"enor",852,70.0336,27.5306
"enor",853,70.0289,27.5197
"enor",854,70.0258,27.5081
"enor",855,70.0256,27.5006
"enor",856,70.0231,27.4642
"enor",857,70.0222,27.4508
"enor",858,70.0219,27.4475
"enor",859,70.02,27.4397
"enor",860,70.0083,27.3925
"enor",861,70.0006,27.3744
"enor",862,70,27.3728
"enor",863,69.9942,27.3572
"enor",864,69.9928,27.3533
"enor",865,69.9908,27.3369
"enor",866,69.9883,27.2953
"enor",867,69.985,27.2758
"enor",868,69.9822,27.2725
"enor",869,69.9814,27.2717
"enor",870,69.9633,27.2892
"enor",871,69.9564,27.2708
"enor",872,69.9492,27.2231
"enor",873,69.9469,27.2061
"enor",874,69.9331,27.1472
"enor",875,69.9311,27.1392
"enor",876,69.9183,27.0947
"enor",877,69.9164,27.0775
"enor",878,69.9144,27.0589
"enor",879,69.9125,27.05
"enor",880,69.9125,27.0489
"enor",881,69.9117,27.0458
"enor",882,69.9114,27.0442
"enor",883,69.9103,27.0378
"enor",884,69.9147,27.0206
"enor",885,69.915,27.0192
"enor",886,69.9158,27.0156
"enor",887,69.9189,27.0131
"enor",888,69.9211,27.0111
"enor",889,69.9281,27.0003
"enor",890,69.9353,26.9803
"enor",891,69.9358,26.9767
"enor",892,69.9389,26.9611
"enor",893,69.9392,26.9342
"enor",894,69.9381,26.9225
"enor",895,69.9364,26.9089
"enor",896,69.9361,26.9067
"enor",897,69.9342,26.8764
"enor",898,69.9344,26.8664
"enor",899,69.9344,26.8619
"enor",900,69.9358,26.8594
"enor",901,69.9383,26.8539
"enor",902,69.9456,26.8492
"enor",903,69.9481,26.8478
"enor",904,69.9583,26.8581
"enor",905,69.9592,26.8589
"enor",906,69.9597,26.8572
"enor",907,69.9608,26.8519
"enor",908,69.9614,26.8492
"enor",909,69.9614,26.84
"enor",910,69.9603,26.7964
"enor",911,69.96,26.7833
"enor",912,69.9589,26.7786
"enor",913,69.9525,26.745
"enor",914,69.9514,26.7394
"enor",915,69.9492,26.7331
"enor",916,69.9489,26.7322
"enor",917,69.9486,26.7322
"enor",918,69.9489,26.73
"enor",919,69.9492,26.7156
"enor",920,69.9531,26.7003
"enor",921,69.9533,26.6989
"enor",922,69.9603,26.6897
"enor",923,69.9656,26.6825
"enor",924,69.9656,26.6819
"enor",925,69.9658,26.6814
"enor",926,69.9586,26.6081
"enor",927,69.9475,26.5333
"enor",928,69.9447,26.5117
"enor",929,69.9394,26.4672
"enor",930,69.9392,26.4647
"enor",931,69.9253,26.4647
"enor",932,69.9208,26.4575
"enor",933,69.9139,26.4467
"enor",934,69.9089,26.4256
"enor",935,69.9058,26.4125
"enor",936,69.9019,26.4153
"enor",937,69.89,26.4233
"enor",938,69.8797,26.4203
"enor",939,69.8644,26.3997
"enor",940,69.8617,26.3958
"enor",941,69.8497,26.3658
"enor",942,69.8342,26.3186
"enor",943,69.8289,26.3019
"enor",944,69.8219,26.2756
"enor",945,69.815,26.2583
"enor",946,69.8072,26.2581
"enor",947,69.8031,26.2578
"enor",948,69.8,26.2575
"enor",949,69.7756,26.2022
"enor",950,69.7725,26.1956
"enor",951,69.7694,26.1903
"enor",952,69.7536,26.1636
"enor",953,69.7533,26.1628
"enor",954,69.7517,26.1583
"enor",955,69.7494,26.1497
"enor",956,69.7361,26.1025
"enor",957,69.7289,26.0578
"enor",958,69.7219,25.9972
"enor",959,69.7156,25.9789
"enor",960,69.7039,25.9592
"enor",961,69.6933,25.9481
"enor",962,69.6839,25.9325
"enor",963,69.6775,25.9092
"enor",964,69.6717,25.9022
"enor",965,69.6614,25.9106
"enor",966,69.6556,25.9272
"enor",967,69.655,25.9292
"enor",968,69.6539,25.9406
"enor",969,69.6536,25.945
"enor",970,69.6478,25.9606
"enor",971,69.6467,25.9639
"enor",972,69.6328,25.9697
"enor",973,69.6289,25.9711
"enor",974,69.6189,25.9761
"enor",975,69.6106,25.9803
"enor",976,69.6097,25.9808
"enor",977,69.595,25.9617
"enor",978,69.5892,25.9569
"enor",979,69.5806,25.9503
"enor",980,69.58,25.9494
"enor",981,69.5789,25.9464
"enor",982,69.5675,25.9167
"enor",983,69.5578,25.8772
"enor",984,69.555,25.8572
"enor",985,69.5469,25.8506
"enor",986,69.5464,25.8517
"enor",987,69.5439,25.855
"enor",988,69.5386,25.8625
"enor",989,69.5358,25.8667
"enor",990,69.5336,25.87
"enor",991,69.5236,25.8831
"enor",992,69.5225,25.8839
"enor",993,69.5222,25.8831
"enor",994,69.5131,25.8625
"enor",995,69.5033,25.8594
"enor",996,69.495,25.8569
"enor",997,69.4828,25.8681
"enor",998,69.4778,25.8647
"enor",999,69.4731,25.8439
"enor",1000,69.4731,25.8428
"enor",1001,69.4697,25.8392
"enor",1002,69.4608,25.8292
"enor",1003,69.4561,25.8253
"enor",1004,69.45,25.82
"enor",1005,69.4475,25.8181
"enor",1006,69.4464,25.8172
"enor",1007,69.4336,25.8067
"enor",1008,69.4328,25.8075
"enor",1009,69.4275,25.8122
"enor",1010,69.4239,25.8069
"enor",1011,69.4203,25.8175
"enor",1012,69.4172,25.8264
"enor",1013,69.4136,25.8267
"enor",1014,69.4089,25.8267
"enor",1015,69.4044,25.8311
"enor",1016,69.4,25.8358
"enor",1017,69.3953,25.8364
"enor",1018,69.3928,25.8369
"enor",1019,69.3864,25.8283
"enor",1020,69.3786,25.8178
"enor",1021,69.3683,25.8181
"enor",1022,69.3675,25.8136
"enor",1023,69.3661,25.8081
"enor",1024,69.3647,25.8019
"enor",1025,69.36,25.7881
"enor",1026,69.36,25.7875
"enor",1027,69.3544,25.7886
"enor",1028,69.3539,25.7886
"enor",1029,69.345,25.7706
"enor",1030,69.3369,25.7556
"enor",1031,69.315,25.7456
"enor",1032,69.315,25.7458
"enor",1033,69.3078,25.7553
"enor",1034,69.3028,25.7461
"enor",1035,69.3025,25.7458
"enor",1036,69.3011,25.7483
"enor",1037,69.2975,25.7547
"enor",1038,69.29,25.7467
"enor",1039,69.2853,25.7497
"enor",1040,69.2847,25.75
"enor",1041,69.2806,25.7433
"enor",1042,69.2772,25.7381
"enor",1043,69.2764,25.7369
"enor",1044,69.2761,25.7372
"enor",1045,69.2703,25.7408
"enor",1046,69.27,25.7406
"enor",1047,69.2664,25.7342
"enor",1048,69.2631,25.7286
"enor",1049,69.2556,25.7094
"enor",1050,69.2522,25.7125
"enor",1051,69.2494,25.715
"enor",1052,69.2472,25.7172
"enor",1053,69.24,25.7164
"enor",1054,69.2358,25.7161
"enor",1055,69.2331,25.7233
"enor",1056,69.23,25.7219
"enor",1057,69.22,25.7167
"enor",1058,69.2192,25.7161
"enor",1059,69.2142,25.7128
"enor",1060,69.2058,25.7069
"enor",1061,69.1947,25.7186
"enor",1062,69.1881,25.7228
"enor",1063,69.1814,25.7267
"enor",1064,69.1686,25.7358
"enor",1065,69.1681,25.7364
"enor",1066,69.1547,25.7483
"enor",1067,69.1536,25.7494
"enor",1068,69.1492,25.7533
"enor",1069,69.1461,25.7525
"enor",1070,69.1403,25.7514
"enor",1071,69.1389,25.7511
"enor",1072,69.1258,25.7425
"enor",1073,69.1075,25.735
"enor",1074,69.1069,25.7353
"enor",1075,69.1006,25.7389
"enor",1076,69.0656,25.7583
"enor",1077,69.0275,25.7794
"enor",1078,69.0256,25.7806
"enor",1079,69.0203,25.7833
"enor",1080,69.0136,25.7711
"enor",1081,68.9972,25.7411
"enor",1082,68.9928,25.7325
"enor",1083,68.9917,25.7306
"enor",1084,68.9889,25.7283
"enor",1085,68.9875,25.7272
"enor",1086,68.9808,25.7219
"enor",1087,68.9567,25.7028
"enor",1088,68.9525,25.6994
"enor",1089,68.9508,25.6983
"enor",1090,68.945,25.6947
"enor",1091,68.9383,25.6886
"enor",1092,68.9306,25.6808
"enor",1093,68.9247,25.6717
"enor",1094,68.9192,25.6708
"enor",1095,68.9108,25.6617
"enor",1096,68.9072,25.6575
"enor",1097,68.905,25.6553
"enor",1098,68.9011,25.6414
"enor",1099,68.8981,25.6378
"enor",1100,68.8967,25.6361
"enor",1101,68.8944,25.6336
"enor",1102,68.8928,25.6303
"enor",1103,68.8897,25.6244
"enor",1104,68.8883,25.6092
"enor",1105,68.8853,25.6019
"enor",1106,68.8844,25.59
"enor",1107,68.885,25.585
"enor",1108,68.8858,25.5803
"enor",1109,68.8864,25.5736
"enor",1110,68.8872,25.5619
"enor",1111,68.8878,25.5417
"enor",1112,68.8911,25.5294
"enor",1113,68.8922,25.5256
"enor",1114,68.8942,25.5225
"enor",1115,68.8972,25.5144
"enor",1116,68.9028,25.5017
"enor",1117,68.9056,25.4886
"enor",1118,68.905,25.4783
"enor",1119,68.9017,25.4694
"enor",1120,68.8989,25.4556
"enor",1121,68.8956,25.4417
"enor",1122,68.895,25.4392
"enor",1123,68.8933,25.4281
"enor",1124,68.8933,25.4147
"enor",1125,68.8933,25.4144
"enor",1126,68.8906,25.4108
"enor",1127,68.8872,25.4089
"enor",1128,68.8869,25.4086
"enor",1129,68.8864,25.4069
"enor",1130,68.8864,25.4008
"enor",1131,68.8867,25.3917
"enor",1132,68.8861,25.3906
"enor",1133,68.8836,25.3847
"enor",1134,68.8806,25.3761
"enor",1135,68.8789,25.3722
"enor",1136,68.8719,25.3511
"enor",1137,68.8656,25.3117
"enor",1138,68.8625,25.3011
"enor",1139,68.8572,25.2922
"enor",1140,68.8542,25.2839
"enor",1141,68.8531,25.2817
"enor",1142,68.8486,25.2692
"enor",1143,68.8447,25.255
"enor",1144,68.8433,25.25
"enor",1145,68.8431,25.2497
"enor",1146,68.8381,25.2461
"enor",1147,68.835,25.2419
"enor",1148,68.8278,25.2314
"enor",1149,68.8264,25.2294
"enor",1150,68.8194,25.2203
"enor",1151,68.815,25.2064
"enor",1152,68.8061,25.1786
"enor",1153,68.8028,25.1647
"enor",1154,68.8,25.1525
"enor",1155,68.7992,25.15
"enor",1156,68.7964,25.1422
"enor",1157,68.7917,25.1383
"enor",1158,68.7875,25.1378
"enor",1159,68.7819,25.1353
"enor",1160,68.7728,25.1314
"enor",1161,68.7717,25.1308
"enor",1162,68.7708,25.1303
"enor",1163,68.7686,25.1292
"enor",1164,68.7572,25.1225
"enor",1165,68.7547,25.1222
"enor",1166,68.7464,25.1214
"enor",1167,68.7403,25.1256
"enor",1168,68.7303,25.1219
"enor",1169,68.7183,25.13
"enor",1170,68.7167,25.1306
"enor",1171,68.7158,25.1308
"enor",1172,68.7156,25.1303
"enor",1173,68.7094,25.1106
"enor",1174,68.6933,25.1047
"enor",1175,68.6864,25.1061
"enor",1176,68.6789,25.1075
"enor",1177,68.6719,25.1142
"enor",1178,68.6661,25.1189
"enor",1179,68.6567,25.1172
"enor",1180,68.6469,25.1236
"enor",1181,68.6464,25.1239
"enor",1182,68.6439,25.1139
"enor",1183,68.64,25.0964
"enor",1184,68.6394,25.0897
"enor",1185,68.6347,25.0661
"enor",1186,68.6219,25.0289
"enor",1187,68.6183,25
"enor",1188,68.6189,24.9783
"enor",1189,68.6183,24.9717
"enor",1190,68.6144,24.9333
"enor",1191,68.6097,24.9161
"enor",1192,68.605,24.915
"enor",1193,68.5983,24.9133
"enor",1194,68.5975,24.9128
"enor",1195,68.5942,24.9111
"enor",1196,68.5836,24.9017
"enor",1197,68.5817,24.8997
"enor",1198,68.5581,24.9036
"enor",1199,68.5611,24.8664
"enor",1200,68.575,24.8517
"enor",1201,68.5894,24.8408
"enor",1202,68.6156,24.82
"enor",1203,68.6311,24.8047
"enor",1204,68.6439,24.7794
"enor",1205,68.6672,24.705
"enor",1206,68.6719,24.6903
"enor",1207,68.6747,24.6811
"enor",1208,68.6836,24.6531
"enor",1209,68.6883,24.6128
"enor",1210,68.7086,24.4653
"enor",1211,68.7275,24.3047
"enor",1212,68.7275,24.2675
"enor",1213,68.7331,24.2403
"enor",1214,68.7444,24.2156
"enor",1215,68.7519,24.1847
"enor",1216,68.7578,24.1497
"enor",1217,68.7589,24.1411
"enor",1218,68.7967,24.1525
"enor",1219,68.8017,24.0514
"enor",1220,68.8144,24.0319
"enor",1221,68.8286,24.0028
"enor",1222,68.8289,24
"enor",1223,68.8353,23.9592
"enor",1224,68.8367,23.9231
"enor",1225,68.8394,23.8739
"enor",1226,68.8225,23.7678
"enor",1227,68.7819,23.7456
"enor",1228,68.7517,23.7122
"enor",1229,68.7133,23.6644
"enor",1230,68.7039,23.5328
"enor",1231,68.6975,23.4461
"enor",1232,68.6661,23.3153
"enor",1233,68.6661,23.315
"enor",1234,68.6631,23.3025
"enor",1235,68.6292,23.1608
"enor",1236,68.6461,23.1311
"enor",1237,68.6969,23.0417
"enor",1238,68.6911,22.7983
"enor",1239,68.7103,22.6986
"enor",1240,68.7442,22.5214
"enor",1241,68.7206,22.3739
"enor",1242,68.7378,22.3681
"enor",1243,68.8319,22.3364
"enor",1244,68.9161,22.1983
"enor",1245,68.9611,22.1747
"enor",1246,69.0661,21.9894
"enor",1247,69.0742,21.9753
"enor",1248,69.0753,21.9731
"enor",1249,69.0919,21.9439
"enor",1250,69.1122,21.9008
"enor",1251,69.1236,21.8917
"enor",1252,69.1308,21.8747
"enor",1253,69.1561,21.8236
"enor",1254,69.27,21.6439
"enor",1255,69.2797,21.5531
"enor",1256,69.2806,21.5461
"enor",1257,69.3081,21.2872
"enor",1258,69.2856,21.2158
"enor",1259,69.2817,21.1786
"enor",1260,69.2711,21.1478
"enor",1261,69.2569,21.1064
"enor",1262,69.2339,21.0408
"enor",1263,69.2231,21.0247
"enor",1264,69.2056,21.0236
"enor",1265,69.1842,21.0217
"enor",1266,69.1231,21.0681
"enor",1267,69.1122,21.1025
"enor",1268,69.1039,21.1281
"enor",1269,69.0636,21.0822
"enor",1270,69.0511,21.0681
"enor",1271,69.0444,21.0603
"enor",1272,69.1156,20.7456
"enor",1273,69.1214,20.7206
"enor",1274,69.06,20.5486
"enor",1275,69.0566,20.4402
"enor",1276,69.0557,20.4166
"enor",1277,69.0492,20.1951
"enor",1278,69.0455,20.0599
"enor",1279,69.0103,20.1307
"enor",1280,69.0059,20.1392
"enor",1281,68.9999,20.1515
"enor",1282,68.9998,20.1516
"enor",1283,68.9994,20.153
"enor",1284,68.956,20.2384
"enor",1285,68.9446,20.2633
"enor",1286,68.9261,20.3074
"enor",1287,68.8555,20.3216
"enor",1288,68.8469,20.3244
"enor",1289,68.8128,20.3339
"enor",1290,68.802,20.3364
"enor",1291,68.7948,20.3293
"enor",1292,68.7827,20.3158
"enor",1293,68.7605,20.2946
"enor",1294,68.7531,20.2868
"enor",1295,68.7499,20.2841
"enor",1296,68.7401,20.2743
"enor",1297,68.68,20.2165
"enor",1298,68.6659,20.204
"enor",1299,68.591,20.0528
"enor",1300,68.5757,20
"enor",1301,68.5736,19.9926
"enor",1302,68.5579,19.9371
"enor",1303,68.5387,20
"enor",1304,68.5308,20.0261
"enor",1305,68.4908,20.2268
"enor",1306,68.427,20.0702
"enor",1307,68.3974,20
"enor",1308,68.388,19.9776
"enor",1309,68.3558,19.9212
"enor",1310,68.4026,19.6536
"enor",1311,68.4203,19.5541
"enor",1312,68.4564,19.3913
"enor",1313,68.4835,19.1771
"enor",1314,68.4988,19.0906
"enor",1315,68.5168,18.9839
"enor",1316,68.51,18.7346
"enor",1317,68.5083,18.6845
"enor",1318,68.5068,18.621
"enor",1319,68.5123,18.6069
"enor",1320,68.5141,18.6017
"enor",1321,68.519,18.5893
"enor",1322,68.5227,18.5789
"enor",1323,68.5247,18.5741
"enor",1324,68.5303,18.5592
"enor",1325,68.5366,18.5411
"enor",1326,68.5422,18.526
"enor",1327,68.544,18.5201
"enor",1328,68.5497,18.5053
"enor",1329,68.5595,18.476
"enor",1330,68.5629,18.4647
"enor",1331,68.5736,18.4319
"enor",1332,68.5752,18.4259
"enor",1333,68.5817,18.4059
"enor",1334,68.5797,18.3929
"enor",1335,68.5775,18.3804
"enor",1336,68.5739,18.3569
"enor",1337,68.5723,18.3479
"enor",1338,68.5707,18.3375
"enor",1339,68.5615,18.2822
"enor",1340,68.5589,18.2646
"enor",1341,68.5527,18.2265
"enor",1342,68.5492,18.2037
"enor",1343,68.546,18.1845
"enor",1344,68.5445,18.1743
"enor",1345,68.5423,18.162
"enor",1346,68.5397,18.1448
"enor",1347,68.5384,18.1387
"enor",1348,68.5365,18.126
"enor",1349,68.4935,18.1189
"enor",1350,68.418,18.1034
"enor",1351,68.4164,18.1033
"enor",1352,68.406,18.1012
"enor",1353,68.4046,18.1012
"enor",1354,68.3366,18.1155
"enor",1355,68.3026,18.1249
"enor",1356,68.2584,18.1361
"enor",1357,68.2505,18.1382
"enor",1358,68.249,18.1392
"enor",1359,68.1986,18.1514
"enor",1360,68.1452,18.0947
"enor",1361,68.1234,18.07
"enor",1362,68.1198,18.0656
"enor",1363,68.1049,18.0488
"enor",1364,68.0942,18.0362
"enor",1365,68.0708,18.0117
"enor",1366,68.061,18.0008
"enor",1367,68.0604,18
"enor",1368,68.0595,17.9985
"enor",1369,68.0589,17.9971
"enor",1370,68.0475,17.9851
"enor",1371,67.9999,17.9327
"enor",1372,67.9818,17.9128
"enor",1373,67.9691,17.8993
"enor",1374,67.9849,17.8466
"enor",1375,67.9999,17.7952
"enor",1376,68.0072,17.7704
"enor",1377,68.0213,17.7228
"enor",1378,68.0237,17.7144
"enor",1379,68.0242,17.7122
"enor",1380,68.0271,17.7031
"enor",1381,68.0378,17.6662
"enor",1382,68.0578,17.5748
"enor",1383,68.0747,17.4952
"enor",1384,68.0753,17.4914
"enor",1385,68.0897,17.4226
"enor",1386,68.0905,17.4177
"enor",1387,68.1184,17.2822
"enor",1388,68.1186,17.2814
"enor",1389,68.0503,17.1803
"enor",1390,67.9999,17.006
"enor",1391,67.9994,17.0043
"enor",1392,67.9945,16.9865
"enor",1393,67.9894,16.9697
"enor",1394,67.9843,16.9536
"enor",1395,67.9777,16.9314
"enor",1396,67.9708,16.91
"enor",1397,67.9511,16.8516
"enor",1398,67.9443,16.8305
"enor",1399,67.9375,16.8085
"enor",1400,67.9267,16.7747
"enor",1401,67.9185,16.7505
"enor",1402,67.9141,16.7381
"enor",1403,67.8949,16.7251
"enor",1404,67.8876,16.7208
"enor",1405,67.885,16.7188
"enor",1406,67.8798,16.7156
"enor",1407,67.8616,16.7033
"enor",1408,67.8601,16.702
"enor",1409,67.8294,16.6819
"enor",1410,67.8235,16.6774
"enor",1411,67.7876,16.6525
"enor",1412,67.7667,16.6374
"enor",1413,67.745,16.6227
"enor",1414,67.7425,16.6222
"enor",1415,67.7329,16.6152
"enor",1416,67.7276,16.6113
"enor",1417,67.7071,16.5983
"enor",1418,67.6786,16.5796
"enor",1419,67.6472,16.5559
"enor",1420,67.5933,16.4934
"enor",1421,67.5901,16.4883
"enor",1422,67.5781,16.4714
"enor",1423,67.534,16.4072
"enor",1424,67.5339,16.4063
"enor",1425,67.5307,16.3449
"enor",1426,67.5279,16.2853
"enor",1427,67.5205,16.181
"enor",1428,67.519,16.1577
"enor",1429,67.5133,16.1528
"enor",1430,67.4992,16.1421
"enor",1431,67.4724,16.1196
"enor",1432,67.4579,16.1084
"enor",1433,67.4554,16.1061
"enor",1434,67.4351,16.0899
"enor",1435,67.434,16.0919
"enor",1436,67.4291,16.0985
"enor",1437,67.394,16.1479
"enor",1438,67.3815,16.1648
"enor",1439,67.3736,16.1763
"enor",1440,67.3482,16.2112
"enor",1441,67.345,16.216
"enor",1442,67.3419,16.2194
"enor",1443,67.3395,16.2227
"enor",1444,67.3323,16.2333
"enor",1445,67.3179,16.2527
"enor",1446,67.3112,16.2626
"enor",1447,67.3096,16.2646
"enor",1448,67.3087,16.2662
"enor",1449,67.3014,16.2756
"enor",1450,67.2871,16.2956
"enor",1451,67.2622,16.3295
"enor",1452,67.2197,16.3839
"enor",1453,67.2049,16.4041
"enor",1454,67.0823,16.3907
"enor",1455,67.0454,16.3875
"enor",1456,67.0227,16.3178
"enor",1457,67.0182,16.3047
"enor",1458,67.0167,16.2997
"enor",1459,67.0003,16.2495
"enor",1460,66.9999,16.2487
"enor",1461,66.998,16.2448
"enor",1462,66.9807,16.1918
"enor",1463,66.9733,16.1749
"enor",1464,66.9704,16.1678
"enor",1465,66.9652,16.1565
"enor",1466,66.9635,16.152
"enor",1467,66.9328,16.0836
"enor",1468,66.9122,16.0387
"enor",1469,66.8788,16
"enor",1470,66.873,15.9932
"enor",1471,66.8171,15.9199
"enor",1472,66.8073,15.9069
"enor",1473,66.7743,15.8614
"enor",1474,66.7701,15.8553
"enor",1475,66.7621,15.8446
"enor",1476,66.75,15.8272
"enor",1477,66.749,15.8262
"enor",1478,66.7354,15.8073
"enor",1479,66.6735,15.7256
"enor",1480,66.6684,15.7187
"enor",1481,66.6669,15.7162
"enor",1482,66.6535,15.6989
"enor",1483,66.6484,15.6917
"enor",1484,66.6226,15.6584
"enor",1485,66.619,15.6534
"enor",1486,66.6172,15.6517
"enor",1487,66.6114,15.6438
"enor",1488,66.5941,15.6214
"enor",1489,66.5584,15.5353
"enor",1490,66.5576,15.5329
"enor",1491,66.5237,15.4511
"enor",1492,66.5007,15.4066
"enor",1493,66.4969,15.4008
"enor",1494,66.4851,15.3785
"enor",1495,66.4842,15.3771
"enor",1496,66.4805,15.3789
"enor",1497,66.4352,15.4054
"enor",1498,66.4143,15.416
"enor",1499,66.4067,15.422
"enor",1500,66.3921,15.4304
"enor",1501,66.3569,15.4478
"enor",1502,66.3384,15.4574
"enor",1503,66.2823,15.4846
"enor",1504,66.2803,15.477
"enor",1505,66.2728,15.4504
"enor",1506,66.2636,15.4169
"enor",1507,66.2612,15.409
"enor",1508,66.234,15.3106
"enor",1509,66.2076,15.2218
"enor",1510,66.2054,15.2135
"enor",1511,66.1981,15.1894
"enor",1512,66.1817,15.1321
"enor",1513,66.1534,15.0354
"enor",1514,66.1524,15.0088
"enor",1515,66.1507,14.9729
"enor",1516,66.1488,14.9268
"enor",1517,66.146,14.8691
